25, 0.15300166666666662, 0.15104666666666666, 0.14946, 0.14807666666666663, 0.14679833333333336,,0.01161301970481873, 0.01587585963805517, 0.020322076047460235, 0.01618191057443619, 0.014022143363952634,,
52, 0.15219666666666673, 0.14470999999999998, 0.14531333333333338, 0.14567166666666664, 0.1452316666666667,, 0.026937245508035022, 0.03219610699017843, 0.02861890248457591, 0.028095976432164507, 0.015763009965419773,,
66, 0.1670916666666666, 0.181685, 0.18292000000000003, 0.16900833333333332, 0.16151833333333335,,0.015615899667143822, 0.0014347261041402814, 0.00351463501652082, 0.015691940118869145, 0.012680423786242803,,
68, 0.16816000000000006, 0.16207999999999997, 0.15243000000000004, 0.1650583333333334, 0.15878166666666668,, 0.009300625423590343, 0.010969737057884532, 0.015060138642787933, 0.00983974799513817, 0.013366656338175137,,
79, 0.16657166666666665, 0.1658366666666667, 0.16506333333333326, 0.16516333333333327, 0.16660166666666668,, 0.012344158430894214, 0.013141062895456947, 0.012742193569739659, 0.012833133707443873,0.009314323723316193,,
93, 0.16793166666666665, 0.17761500000000002, 0.18011499999999997, 0.16776333333333338, 0.16575666666666664,,0.011460442264874778, 0.0032603632062673553, 0.004133333916465441, 0.012361169382929802, 0.011340747232238445,,
114, 0.16330499999999998, 0.16591000000000009, 0.16534333333333331, 0.16560166666666667, 0.16962166666666662,, 0.016057345986366277, 0.01302067059278488, 0.014171611050764721, 0.012881717612346013,0.009885207682847976,,
122, 0.18553999999999998, 0.17466499999999996, 0.17761666666666664, 0.18212166666666665, 0.17025500000000002,,0.002950243584811687, 0.007227347840865455, 0.005713460172216097, 0.005252531501154106, 0.009657822278638683,,
143, 0.16978833333333332, 0.17075666666666658, 0.18201, 0.18021166666666663, 0.17143499999999995,, 0.009669161744415762, 0.009910371298591295, 0.003267794060210388, 0.004980466497441135, 0.009847713073094688,,
151, 0.18617, 0.176125, 0.1694816666666666, 0.16937000000000002, 0.1705433333333333,,0.0028042718395590795, 0.006448873522380988, 0.009054761941234273, 0.009128647824128469, 0.009849520807464922,,
157, 0.1757866666666667, 0.18181833333333336, 0.18171000000000004, 0.17857000000000003, 0.17886499999999997,,0.00766086556017399, 0.004713061379889647, 0.004764170795679091, 0.005936102559169134, 0.005728305645287039,,
171, 0.17274333333333336, 0.169295, 0.1752633333333334, 0.1693416666666666, 0.17050333333333337,,0.007896410306294758, 0.009691158811251323, 0.006648348053296408, 0.00981769002477328, 0.009142016609509786,,
187, 0.16870666666666673, 0.1677833333333333, 0.16865666666666665, 0.1682716666666667, 0.17153333333333332,, 0.010034428358078001, 0.010527485951781275, 0.009977751473585764, 0.010107536604007088,0.008798727383216222,,
190, 0.17876, 0.17374166666666663, 0.17998833333333336, 0.17393499999999995, 0.17352833333333337,,0.005446697726845739, 0.0074181796461343765, 0.005512970010439556, 0.007374885603785516, 0.008422315254807473,,
199, 0.17451333333333338, 0.1745433333333333, 0.1725566666666667, 0.17170833333333338, 0.17276000000000002,,0.007039260379970074, 0.007015545080105463, 0.008010635187228521, 0.008502142891287803, 0.008748936787247658,,
