62.49,24.92691206932068,nan,nan,0.4820936639118457,0.4147044690052859,0.778705636743215,0.9001996007984032,0.32,0.905742145178765,0.9128751210067764,0.8603401969561325,0.0,0.0,0.875,0.863,0.373,0.902,0.496,0.836,0.943,0.961
73.95,12.907093405723572,nan,0.9571713147410359,0.8637236084452975,0.8145766345123259,0.5601246105919003,0.8824082784571966,0.35197889182058045,0.9508771929824561,0.9328657314629258,0.866785079928952,0.0,0.961,0.45,0.76,0.899,0.938,0.667,0.813,0.931,0.976
72.39,14.969882011413574,nan,1.0,0.6940874035989717,0.4928909952606635,0.7678767876787679,0.9117929050814957,0.4021164021164021,0.8837209302325582,0.9223300970873787,0.9683751363140676,0.0,0.448,0.81,0.936,0.698,0.951,0.608,0.95,0.95,0.888
77.46,12.685507655143738,nan,0.9767676767676767,0.6453794139744553,0.7809439002671416,0.7647690655209453,0.9439347604485219,0.3833124215809285,0.9260042283298098,0.9431137724550899,0.882940108892922,0.0,0.967,0.859,0.877,0.712,0.926,0.611,0.876,0.945,0.973
77.09,14.403579592704773,nan,1.0,0.6646010844306739,0.7508620689655172,0.7879161528976573,0.943,0.3857677902621723,0.8966165413533834,0.9562563580874873,0.9594594594594594,0.0,0.86,0.858,0.871,0.639,0.943,0.721,0.954,0.94,0.923
77.49,14.460351586341858,nan,1.0,0.775049115913556,0.6445205479452055,0.7458617332035054,0.9483614697120158,0.40473372781065087,0.9284274193548387,0.9494549058473737,0.9388560157790927,0.0,0.783,0.789,0.941,0.766,0.955,0.684,0.921,0.958,0.952
77.07,13.979872584342957,nan,1.0,0.7644276253547777,0.665158371040724,0.7445454545454545,0.9593908629441624,0.3976176971072036,0.934560327198364,0.9324975891996142,0.9208770257387988,0.0,0.705,0.808,0.882,0.819,0.945,0.701,0.914,0.967,0.966
75.63,14.198887467384338,nan,1.0,0.6922462030375699,0.5825062034739454,0.743801652892562,0.9706498951781971,0.4132290184921764,0.8558951965065502,0.9449360865290068,0.9715846994535519,0.0,0.611,0.866,0.939,0.81,0.926,0.581,0.98,0.961,0.889
72.13,14.935510516166687,nan,1.0,0.7395555555555555,0.46505905511811024,0.7907692307692308,0.9808714133900106,0.41346153846153844,0.9111111111111111,0.9561752988047809,0.9293320425943853,0.0,0.191,0.832,0.945,0.771,0.923,0.688,0.943,0.96,0.96
74.12,14.571182012557983,nan,1.0,0.6922455573505655,0.543451652386781,0.7271078875793291,0.9578313253012049,0.4151758173966687,0.9280719280719281,0.9628514056224899,0.9399606299212598,0.0,0.395,0.857,0.888,0.802,0.954,0.673,0.929,0.959,0.955
