6,0.08843500000000003, 0.08222499999999996, 0.07715333333333334, 0.07638166666666665,0.036635,0.36083
33,	0.11619333333333333, 0.11226000000000003, 0.11098666666666668, 0.10766999999999999,0.07076,0.51787
40,	0.13304166666666664, 0.12214833333333334, 0.10812666666666666, 0.11496499999999997,0.09501333333333334,0.5732949999999999
41,0.13084833333333334, 0.128585, 0.11999833333333335, 0.12282666666666668,0.09856333333333334,0.6008216666666667
67,0.13174000000000002, 0.12301166666666663, 0.11251499999999998, 0.13229499999999997,0.10326333333333336,0.6028249999999999
74,	0.1331816666666667, 0.13732333333333335, 0.13645500000000005, 0.13534833333333335, 0.11479333333333339,0.6571016666666668
99,0.14556499999999997, 0.14266666666666664, 0.13222833333333334, 0.13973833333333335, 0.11604999999999999,0.6762483333333333
104,0.14341833333333331, 0.12350833333333334, 0.11911833333333334, 0.1288733333333333,0.12434166666666666,0.6392599999999999
110, 0.13593, 0.13256166666666672, 0.12416999999999997, 0.13142,0.1306633333333333,0.654745
114,0.13481500000000002, 0.12678000000000003, 0.12632833333333338, 0.1312616666666667,0.12858333333333336,0.6477683333333335
129,0.13267999999999996, 0.1374666666666667, 0.12881166666666663, 0.13560333333333333,0.12313666666666673,0.6576983333333333
139,0.15279000000000004, 0.13565666666666668, 0.13543499999999997, 0.13549666666666668,0.11626666666666668,0.6756450000000002
169,0.15669, 0.14702833333333332, 0.13674833333333333, 0.14289166666666672,0.14692333333333335,0.7302816666666668
171,0.142665, 0.13910833333333336, 0.13472999999999996, 0.13534666666666667,0.13295833333333332,0.6848083333333335
200,0.14104500000000003, 0.13919666666666664, 0.137425, 0.13671000000000003,0.1346583333333333,0.689035
