22	0.005785062114397686	0.07438833437860012	
27	0.00843044746418794	0.0730792348732551	
50	0.005686229636271793	0.05278334985176722	
70	0.0062014840592940655	0.05037661231557528	
71	0.006342700640360513	0.05286731216311455	
81	0.005674165541927021	0.038300192261735595	
88	0.005821136559049289	0.040085464358329784	
107	0.006352266738812128	0.04573040469487508	
145	0.005469390158851941	0.03494702832649151	
153	0.005544379621744156	0.033871189907193185	
165	0.00624049441019694	0.029827523536980153	
169	0.006310803383588792	0.028317505665123463	
193	0.00554273012280464	0.02783103238542874	
