22,0.0030268477151791256,  0.01955703791975975, 0.023935247043768572, 0.022084139585494992,0.005785062114397686, 0.07438833437860012	
27,	0.01806401295463244, 0.016799006988604866, 0.01920368910332521, 0.01058207836250464, 0.00843044746418794, 0.0730792348732551	
50,	0.0048622189760208125, 0.012344068273901943, 0.01840810525914033, 0.011482727706432345,0.005686229636271793, 0.05278334985176722	
70,	0.011327916348973913, 0.00510952863593896, 0.011613423282901443, 0.0161242599884669,0.0062014840592940655, 0.05037661231557528	
71,	0.010929968635241191, 0.011984419226646425, 0.011405922283728916, 0.012204301377137499,0.006342700640360513, 0.05286731216311455	
81,	0.009167991340160369, 0.004113274415334067, 0.012013777563969295,0.0073309834003448485,0.005674165541927021, 0.038300192261735595	
88,	0.008487162133057915, 0.01001837511857351, 0.008358122835556668, 0.0074006677120924,0.005821136559049289, 0.040085464358329784	
107, 0.00978056579331557, 0.008885075161854425, 0.00933472395936648, 0.011377773041526483,0.006352266738812128, 0.04573040469487508	
145,0.008346258486310642, 0.004775658997396627, 0.00966988211373488, 0.006685838570197424,0.005469390158851941, 0.03494702832649151	
153,0.0068597354243199035,0.007105103800694147, 0.006872500563661257, 0.007489470496773721,0.005544379621744156, 0.033871189907193185	
165,0.005419011779129508, 0.006102259496847789, 0.005807298590739568, 0.0062584592600663505,0.00624049441019694, 0.029827523536980153	
169,0.004677049142618974, 0.0055190693264206255, 0.005872448369860649, 0.005938135442634423,0.006310803383588792, 0.028317505665123463	
193,0.0054882262746493, 0.005486878822247185, 0.005548069511850675, 0.0057651276538769405,0.00554273012280464, 0.02783103238542874	
